Lead Source,Do Not Email,Do Not Call,Converted,Country,Specialization,Through Recommendations,Tags,City,Last Notable Activity,Decision_Authority,Job Position
Direct Traffic,No,No,0,India,Finance Management,No,Ringing,Mumbai,Email Opened,4,Vice President
Direct Traffic,Yes,No,0,India,Human Resource Management,No,Not doing further education,Mumbai,Modified,2,Technical Specialist
Organic Search,No,No,0,Bangladesh,Finance Management,No,,Other Cities,Modified,2,Data Analyst
Direct Traffic,No,No,1,Bangladesh,"Banking, Investment And Insurance",No,Ringing,Other Cities,Email Opened,4,Senior Strategy Director
Olark Chat,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Email Opened,1,Intern
Organic Search,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,3,Team Lead
Google,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Modified,3,Operations Manager
Direct Traffic,No,No,1,Bangladesh,"Banking, Investment And Insurance",No,Busy,Other Cities,SMS Sent,4,Vice President
Direct Traffic,No,No,0,Bangladesh,Supply Chain Management,No,,Other Cities,Email Opened,3,Team Lead
Google,No,No,0,India,Operations Management,No,Diploma holder (Not Eligible),Mumbai,Email Opened,1,Assistant Coordinator
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Link Clicked,2,Business Consultant
Direct Traffic,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Page Visited on Website,4,Vice President
Direct Traffic,Yes,No,0,India,International Business,No,wrong number given,Mumbai,SMS Sent,2,Data Analyst
Direct Traffic,No,No,0,India,Finance Management,No,,Mumbai,Modified,4,Director of Operations
Google,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Modified,4,Senior Strategy Director
Google,No,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Email Opened,1,Associate Analyst
Direct Traffic,No,No,0,India,Finance Management,No,Already a student,Mumbai,Page Visited on Website,2,Business Consultant
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,2,Software Engineer
Organic Search,No,No,0,Bangladesh,Healthcare Management,No,Already a student,Other Cities,Email Opened,1,Junior Developer
Google,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Email Opened,5,CTO
Olark Chat,No,No,1,India,Supply Chain Management,No,Shall take in the next coming month,Mumbai,Email Opened,5,CFO
,No,No,0,India,Select,No,Ringing,Mumbai,Modified,2,Technical Specialist
Reference,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,2,Data Analyst
Direct Traffic,No,No,1,India,Travel and Tourism,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,No,No,0,India,E-Business,No,,Mumbai,Modified,3,Project Manager
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,2,Technical Specialist
Olark Chat,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Technical Specialist
Organic Search,No,No,1,India,Finance Management,No,Lost to EINS,Mumbai,Modified,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Modified,1,Junior Developer
Google,No,No,0,India,Select,No,,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Email Opened,2,Data Analyst
Welingak Website,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Project Manager
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,4,Senior Strategy Director
Google,No,No,1,India,Media and Advertising,No,Busy,Mumbai,SMS Sent,2,Data Analyst
Direct Traffic,No,No,0,India,Healthcare Management,No,,Mumbai,Email Opened,5,CFO
Direct Traffic,No,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,4,Vice President
Google,No,No,0,India,Hospitality Management,No,Ringing,Mumbai,Email Opened,2,Software Engineer
Welingak Website,No,No,1,India,Select,No,,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,India,"Banking, Investment And Insurance",No,Already a student,Mumbai,Modified,3,Project Manager
Google,No,No,0,India,Finance Management,No,Ringing,Mumbai,Email Opened,3,Marketing Manager
Organic Search,No,No,0,India,Business Administration,No,,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,India,IT Projects Management,No,Interested in other courses,Mumbai,Modified,3,Marketing Manager
Google,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,5,Chief Innovation Officer
Direct Traffic,No,No,1,India,Business Administration,No,,Mumbai,Modified,3,Project Manager
Google,No,No,0,India,Supply Chain Management,No,,Mumbai,Email Opened,2,Business Consultant
Google,Yes,No,0,India,Travel and Tourism,No,Ringing,Mumbai,SMS Sent,3,Team Lead
Organic Search,No,No,1,Bangladesh,Rural and Agribusiness,No,Will revert after reading the email,Other Cities,Page Visited on Website,4,Director of Operations
Olark Chat,No,No,0,,Select,No,,,Modified,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Page Visited on Website,1,Intern
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,4,Vice President
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Data Analyst
Welingak Website,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,0,India,Supply Chain Management,No,invalid number,Mumbai,Email Opened,4,Vice President
Olark Chat,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Junior Developer
Google,No,No,0,India,Operations Management,No,Ringing,Mumbai,SMS Sent,1,Assistant Coordinator
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Operations Manager
Direct Traffic,Yes,No,0,Bangladesh,Marketing Management,No,Not doing further education,Other Cities,Email Bounced,2,Data Analyst
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Had a Phone Conversation,3,Operations Manager
Google,No,No,0,India,Select,No,Busy,Mumbai,SMS Sent,2,Technical Specialist
Reference,Yes,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,1,Intern
Organic Search,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Modified,3,Marketing Manager
Organic Search,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Modified,2,Software Engineer
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Organic Search,No,No,0,India,Select,No,Busy,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,Yes,No,0,India,IT Projects Management,No,Already a student,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,3,Marketing Manager
Google,No,No,0,India,Select,No,switched off,Mumbai,SMS Sent,3,Project Manager
Google,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Email Opened,4,Director of Operations
Olark Chat,No,No,0,India,Supply Chain Management,No,Graduation in progress,Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,1,Bangladesh,Operations Management,No,Lost to EINS,Other Cities,Modified,2,Data Analyst
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Modified,4,Head of Marketing
Organic Search,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,0,Bangladesh,Finance Management,No,Interested in other courses,Other Cities,Email Opened,1,Junior Developer
Olark Chat,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Marketing Manager
Organic Search,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Page Visited on Website,2,Software Engineer
Google,No,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Head of Marketing
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Business Consultant
Google,Yes,No,0,India,Finance Management,No,,Mumbai,Modified,3,Team Lead
Organic Search,No,No,0,India,Supply Chain Management,No,Ringing,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,0,India,Media and Advertising,No,Interested  in full time MBA,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,1,India,Supply Chain Management,No,,Mumbai,SMS Sent,3,Team Lead
Olark Chat,Yes,No,0,India,Select,No,,Mumbai,Email Bounced,1,Junior Developer
Organic Search,Yes,No,1,India,Healthcare Management,No,,Mumbai,SMS Sent,2,Software Engineer
Direct Traffic,No,No,1,India,Finance Management,No,Lost to EINS,Mumbai,Modified,2,Business Consultant
Organic Search,No,No,1,India,Rural and Agribusiness,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,0,India,Human Resource Management,No,number not provided,Mumbai,SMS Sent,5,COO
Direct Traffic,Yes,No,1,India,Business Administration,No,,Mumbai,Unsubscribed,1,Junior Developer
Direct Traffic,No,No,1,India,Services Excellence,No,,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,Yes,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,Email Bounced,4,Vice President
Direct Traffic,No,No,0,India,E-COMMERCE,No,Ringing,Mumbai,Email Opened,1,Junior Developer
Organic Search,Yes,No,0,India,Travel and Tourism,No,,Mumbai,Modified,2,Technical Specialist
Organic Search,No,No,1,India,Rural and Agribusiness,No,Busy,Mumbai,SMS Sent,2,Software Engineer
Direct Traffic,No,No,0,India,Supply Chain Management,No,,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Email Link Clicked,1,Junior Developer
Olark Chat,Yes,No,0,,Select,No,,,Email Bounced,2,Business Consultant
Direct Traffic,No,No,0,India,Marketing Management,No,Interested  in full time MBA,Mumbai,Modified,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Operations Manager
Organic Search,No,No,0,India,Business Administration,No,Ringing,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Modified,2,Technical Specialist
Reference,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Email Opened,1,Associate Analyst
Google,No,No,0,India,IT Projects Management,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,2,Technical Specialist
Google,No,No,0,India,Supply Chain Management,No,Ringing,Mumbai,Email Opened,3,Team Lead
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Olark Chat,No,No,0,India,Select,No,Graduation in progress,Mumbai,Modified,1,Intern
Olark Chat,No,No,0,,Select,No,,,Modified,2,Business Consultant
Direct Traffic,Yes,No,0,India,Marketing Management,No,switched off,Mumbai,SMS Sent,5,COO
Direct Traffic,Yes,No,0,Bangladesh,Marketing Management,No,,Other Cities,Modified,1,Associate Analyst
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Junior Developer
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,1,Intern
Olark Chat,No,No,0,India,Select,No,opp hangup,Mumbai,SMS Sent,3,Marketing Manager
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,3,Marketing Manager
Direct Traffic,No,No,0,India,International Business,No,Ringing,Mumbai,Email Opened,1,Associate Analyst
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,No,No,0,India,Marketing Management,No,,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,1,Intern
Direct Traffic,Yes,No,0,India,Marketing Management,No,Ringing,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,No,No,1,India,Retail Management,No,Closed by Horizzon,Mumbai,Email Opened,2,Software Engineer
Google,Yes,No,0,India,Select,No,Not doing further education,Mumbai,Email Bounced,3,Operations Manager
Reference,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Project Manager
Direct Traffic,Yes,No,0,India,Media and Advertising,No,Not doing further education,Mumbai,Email Bounced,2,Business Consultant
Direct Traffic,No,No,1,India,Marketing Management,No,,Mumbai,Modified,3,Team Lead
Google,No,No,0,India,Human Resource Management,No,Interested in other courses,Mumbai,Email Opened,2,Data Analyst
Google,No,No,0,India,Select,No,Graduation in progress,Mumbai,Modified,2,Software Engineer
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Google,Yes,No,0,India,Select,No,,Mumbai,Email Bounced,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Modified,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,5,CTO
Olark Chat,No,No,0,India,Select,No,Not doing further education,Mumbai,Modified,3,Project Manager
Olark Chat,Yes,No,0,India,Select,No,Already a student,Mumbai,Olark Chat Conversation,2,Software Engineer
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Received,3,Project Manager
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Email Opened,3,Operations Manager
Google,No,No,0,India,IT Projects Management,No,number not provided,Mumbai,SMS Sent,2,Software Engineer
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,2,Business Consultant
Organic Search,No,No,0,India,Finance Management,No,,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,0,India,Services Excellence,No,invalid number,Mumbai,SMS Sent,3,Marketing Manager
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,4,Senior Strategy Director
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,5,CFO
Welingak Website,No,No,1,Bangladesh,Select,No,,Other Cities,Email Opened,5,CTO
Google,Yes,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,Yes,No,0,India,IT Projects Management,No,,Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Modified,5,COO
Olark Chat,Yes,No,0,,Select,No,,,Olark Chat Conversation,4,Vice President
Google,No,No,0,India,Select,No,,Mumbai,Modified,2,Data Analyst
Direct Traffic,Yes,No,0,Bangladesh,Marketing Management,No,,Other Cities,Modified,3,Team Lead
Welingak Website,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Marketing Manager
Organic Search,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Team Lead
Google,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,1,Assistant Coordinator
Google,No,No,1,Bangladesh,Business Administration,No,Will revert after reading the email,Other Cities,Had a Phone Conversation,3,Team Lead
Direct Traffic,No,No,1,India,Media and Advertising,No,Lost to EINS,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,5,Chief Innovation Officer
Direct Traffic,No,No,1,Bangladesh,Marketing Management,No,Lost to EINS,Other Cities,Email Link Clicked,2,Technical Specialist
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,4,Director of Operations
Olark Chat,No,No,0,India,Select,No,,Mumbai,Modified,1,Intern
Direct Traffic,No,No,1,India,Finance Management,No,Lost to EINS,Mumbai,Modified,2,Technical Specialist
Google,Yes,No,0,India,Select,No,,Mumbai,Email Bounced,2,Business Consultant
Reference,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Technical Specialist
Organic Search,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Google,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Data Analyst
Direct Traffic,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,3,Marketing Manager
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,1,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,4,Head of Marketing
Organic Search,No,No,0,unknown,Select,No,,,Modified,3,Marketing Manager
Direct Traffic,No,No,1,India,Finance Management,No,,Mumbai,Modified,1,Assistant Coordinator
Google,No,No,0,India,Operations Management,No,Interested in other courses,Mumbai,Modified,2,Data Analyst
